Date7,Data7
1948-01-01T00:00:00Z,0.51263
1949-01-01T00:00:00Z,1.01742
1950-01-01T00:00:00Z,4.6682
1951-01-01T00:00:00Z,-0.13852
1952-01-01T00:00:00Z,1.39212
1953-01-01T00:00:00Z,3.03919
1954-01-01T00:00:00Z,0.30112
1955-01-01T00:00:00Z,5.50552
1956-01-01T00:00:00Z,1.12923
1957-01-01T00:00:00Z,0.65136
1958-01-01T00:00:00Z,-0.80123
1959-01-01T00:00:00Z,3.92535
1960-01-01T00:00:00Z,0.68538
1961-01-01T00:00:00Z,0.38807
1962-01-01T00:00:00Z,3.34608
1963-01-01T00:00:00Z,2.6368
1964-01-01T00:00:00Z,4.49684
1965-01-01T00:00:00Z,5.01992
1966-01-01T00:00:00Z,4.46239
1967-01-01T00:00:00Z,1.87444
1968-01-01T00:00:00Z,4.70985
1969-01-01T00:00:00Z,2.71313
1970-01-01T00:00:00Z,1.18121
1971-01-01T00:00:00Z,2.51348
1972-01-01T00:00:00Z,4.99389
1973-01-01T00:00:00Z,3.95708
1974-01-01T00:00:00Z,-1.74498
1975-01-01T00:00:00Z,1.2771
1976-01-01T00:00:00Z,4.55422
1977-01-01T00:00:00Z,3.18477
1978-01-01T00:00:00Z,3.27824
1979-01-01T00:00:00Z,1.25426
1980-01-01T00:00:00Z,-1.45828
1981-01-01T00:00:00Z,0.37978
1982-01-01T00:00:00Z,0.49562
1983-01-01T00:00:00Z,4.70591
1984-01-01T00:00:00Z,4.3434
1985-01-01T00:00:00Z,4.2476
1986-01-01T00:00:00Z,3.18756
1987-01-01T00:00:00Z,2.46765
1988-01-01T00:00:00Z,3.23354
1989-01-01T00:00:00Z,1.94921
1990-01-01T00:00:00Z,0.87824
1991-01-01T00:00:00Z,-1.14542
1992-01-01T00:00:00Z,2.30845
1993-01-01T00:00:00Z,2.14767
1994-01-01T00:00:00Z,2.62315
1995-01-01T00:00:00Z,1.74233
1996-01-01T00:00:00Z,2.27029
1997-01-01T00:00:00Z,2.53041
1998-01-01T00:00:00Z,4.09157
1999-01-01T00:00:00Z,4.18417
2000-01-01T00:00:00Z,3.8961
2001-01-01T00:00:00Z,1.46257
2002-01-01T00:00:00Z,1.57053
2003-01-01T00:00:00Z,2.21437
2004-01-01T00:00:00Z,2.83759
2005-01-01T00:00:00Z,2.58724
2006-01-01T00:00:00Z,1.92528
2007-01-01T00:00:00Z,1.45306
2008-01-01T00:00:00Z,-0.78348
2009-01-01T00:00:00Z,-2.17311
2010-01-01T00:00:00Z,1.04958
2011-01-01T00:00:00Z,0.90338
2012-01-01T00:00:00Z,0.58377
2013-01-01T00:00:00Z,0.98233
2014-01-01T00:00:00Z,2.02356
2015-01-01T00:00:00Z,2.56767
2016-01-01T00:00:00Z,1.6668
2017-01-01T00:00:00Z,1.9309
2018-01-01T00:00:00Z,2.13657
2019-01-01T00:00:00Z,1.47123
2020-01-01T00:00:00Z,-2.89921
2021-01-01T00:00:00Z,8.21929
2022-01-01T00:00:00Z,2.1634
2023-01-01T00:00:00Z,1.72192
